Distance_km,Package_Weight_kg,Traffic_Index,Weather_Delay,Vehicle_Type,Priority,Warehouse_Load,Day_of_Week,Driver_Experience_Years,Delivery_Time_Hours
138.91,7.75,0.297,0,Bike,Standard,0.637,Thu,5.16,4.42
185.28,1.33,0.279,0,Van,Standard,0.828,Mon,7.72,4.94
160.65,1.59,0.302,0,Van,Standard,0.632,Tue,12.34,3.74
83.02,6.11,0.398,0,Van,Standard,0.818,Fri,4.35,2.95
78.15,2.74,0.732,0,Van,Standard,0.979,Thu,3.86,3.24
468.38,8.5,0.952,0,Bike,Express,0.452,Wed,11.01,13.69
221.76,10.06,0.686,0,Bike,Standard,0.235,Mon,6.94,6.75
194.74,1.37,0.57,0,Van,Standard,0.222,Wed,12.34,4.6
366.19,1.94,0.476,0,Bike,Standard,0.638,Sun,2.58,10.67
278.73,4.0,0.837,0,Van,Standard,0.592,Fri,5.37,7.2
468.39,0.38,0.857,1,Van,Express,0.266,Mon,4.39,11.6
391.25,0.66,0.328,0,Van,Express,0.894,Sun,10.62,8.87
242.29,1.76,0.956,0,Van,Express,0.961,Wed,11.51,7.01
191.3,12.3,0.425,0,Van,Standard,0.328,Fri,7.11,4.84
493.38,4.44,0.81,0,Van,Standard,0.286,Mon,7.43,11.11
360.29,2.22,0.968,0,Bike,Standard,0.293,Wed,2.41,11.26
475.84,1.58,0.718,0,Van,Express,0.449,Sat,10.68,10.7
63.65,1.32,0.203,0,Van,Standard,0.868,Wed,14.89,2.31
426.01,2.35,0.607,1,Bike,Express,0.636,Tue,11.78,13.45
320.35,2.24,0.163,0,Van,Standard,0.161,Mon,3.74,6.97
65.35,3.12,0.8,0,Truck,Standard,0.526,Sun,9.54,2.94
296.19,5.22,0.317,0,Bike,Express,0.181,Sat,4.78,8.03
344.62,3.5,0.71,1,Van,Standard,0.466,Mon,0.94,9.66
11.09,6.36,0.915,1,Truck,Standard,0.463,Sun,3.11,2.58
229.89,2.96,0.222,0,Truck,Standard,0.684,Sat,1.99,6.53
413.57,10.55,0.423,1,Van,Express,0.595,Wed,3.34,10.07
151.2,6.26,0.665,1,Van,Standard,0.887,Fri,12.04,5.46
231.98,4.36,0.449,0,Truck,Express,0.115,Tue,4.75,6.39
223.95,5.23,0.216,1,Van,Standard,0.797,Tue,11.48,5.73
154.45,2.4,0.078,0,Bike,Standard,0.12,Sat,14.26,3.82
459.63,3.09,0.436,0,Bike,Standard,0.374,Tue,8.83,12.5
391.74,3.0,0.667,0,Van,Standard,0.892,Wed,7.54,9.78
59.74,2.0,0.595,0,Van,Express,0.721,Wed,11.38,2.05
498.53,1.11,0.198,0,Bike,Express,0.255,Tue,1.91,13.46
440.2,5.43,0.478,0,Van,Express,0.542,Sat,6.71,9.79
145.53,7.04,0.401,1,Van,Express,0.75,Fri,7.73,4.72
419.26,4.91,0.31,0,Van,Standard,0.944,Sun,12.55,9.46
57.68,3.49,0.743,1,Truck,Standard,0.671,Thu,12.31,3.65
499.56,13.64,0.344,0,Van,Express,0.122,Tue,12.8,10.64
334.51,2.19,0.563,0,Truck,Standard,0.55,Tue,10.62,8.92
326.81,4.46,0.927,0,Truck,Express,0.238,Wed,8.19,8.98
49.77,7.72,0.562,0,Bike,Standard,0.143,Sun,12.5,1.86
449.03,1.45,0.636,0,Van,Standard,0.639,Tue,13.16,10.06
19.35,5.72,0.12,0,Bike,Standard,0.799,Fri,7.47,1.0
124.21,11.0,0.219,0,Truck,Standard,0.132,Mon,14.79,3.77
75.8,3.71,0.146,0,Bike,Standard,0.805,Sun,13.18,2.88
389.5,4.19,0.777,0,Van,Standard,0.736,Fri,7.9,9.78
103.11,2.2,0.844,1,Truck,Standard,0.777,Thu,1.5,5.03
455.77,5.19,0.227,0,Bike,Standard,0.32,Wed,3.76,12.59
329.85,1.96,0.258,0,Truck,Standard,0.454,Wed,11.76,8.17
22.9,3.55,0.357,0,Bike,Standard,0.208,Tue,2.11,1.01
7.69,0.98,0.612,1,Van,Standard,0.315,Fri,7.31,1.64
30.57,0.2,0.641,0,Van,Express,0.373,Sun,9.27,1.54
304.93,2.57,0.702,0,Van,Standard,0.387,Tue,13.24,7.41
401.73,2.54,0.91,0,Van,Standard,0.258,Sat,12.78,9.37
123.08,2.75,0.33,0,Truck,Standard,0.27,Thu,11.58,3.28
425.46,6.13,0.676,0,Van,Standard,0.911,Sat,6.41,10.45
33.33,7.17,0.582,0,Van,Standard,0.806,Sat,2.56,1.95
401.48,4.6,0.341,0,Truck,Standard,0.41,Mon,10.21,10.15
464.26,5.84,0.912,0,Van,Standard,0.953,Mon,3.13,11.7
387.19,2.01,0.141,0,Bike,Standard,0.315,Sun,8.64,10.62
350.57,1.62,0.726,1,Truck,Standard,0.466,Tue,14.72,10.36
419.8,5.27,0.741,0,Bike,Standard,0.832,Fri,8.48,12.37
24.87,1.43,0.92,0,Van,Standard,0.499,Sat,9.86,1.84
104.88,1.29,0.543,0,Van,Standard,0.311,Thu,10.32,2.66
66.84,18.25,0.356,0,Van,Standard,0.432,Mon,12.54,1.87
254.74,3.88,0.836,0,Bike,Express,0.551,Mon,6.81,7.9
373.87,2.54,0.782,0,Bike,Standard,0.659,Fri,7.71,11.34
316.86,2.32,0.525,0,Van,Standard,0.465,Sun,3.05,7.32
426.31,1.01,0.779,0,Bike,Standard,0.488,Wed,9.41,12.44
81.83,4.53,0.304,0,Van,Standard,0.338,Thu,4.79,2.48
368.64,2.95,0.61,0,Van,Standard,0.582,Sun,7.86,8.4
100.56,7.04,0.872,1,Van,Express,0.298,Sat,11.62,4.14
139.03,5.38,0.352,0,Bike,Express,0.881,Thu,0.75,4.92
356.4,2.87,0.509,0,Van,Standard,0.773,Fri,8.68,8.55
490.2,0.52,0.953,0,Truck,Standard,0.469,Sun,3.01,12.95
307.71,3.89,0.808,0,Van,Express,0.773,Sat,4.55,7.91
31.98,3.64,0.893,1,Bike,Standard,0.106,Wed,1.0,3.19
310.07,0.4,0.416,0,Bike,Standard,0.41,Fri,2.96,9.06
25.96,4.96,0.997,0,Van,Express,0.496,Wed,14.81,1.71
442.65,1.38,0.195,0,Truck,Standard,0.523,Sun,14.98,10.9
356.24,7.28,0.543,0,Van,Standard,0.774,Mon,10.94,8.41
90.7,3.48,0.505,1,Bike,Standard,0.967,Tue,9.37,4.69
50.4,2.26,0.809,0,Van,Standard,0.442,Wed,11.77,2.09
95.85,4.29,0.913,0,Bike,Standard,0.416,Tue,13.5,3.78
490.11,4.11,0.745,0,Bike,Standard,0.649,Fri,8.03,13.99
231.99,4.0,0.645,0,Truck,Standard,0.353,Fri,1.01,6.74
393.12,6.65,0.456,0,Van,Standard,0.227,Sun,10.79,8.81
320.02,4.48,0.535,0,Bike,Standard,0.965,Thu,14.78,9.2
288.34,2.1,0.534,0,Van,Express,0.829,Fri,4.24,7.18
76.84,3.02,0.069,0,Bike,Standard,0.963,Fri,7.22,2.81
473.28,9.02,0.528,0,Bike,Standard,0.296,Mon,5.74,13.37
154.16,1.95,0.863,0,Van,Standard,0.116,Fri,6.16,4.5
291.12,4.91,0.724,0,Van,Standard,0.494,Mon,10.96,7.23
351.39,6.82,0.806,0,Van,Standard,0.94,Thu,5.99,9.23
326.37,5.24,0.421,0,Truck,Standard,0.224,Sun,14.15,8.16
470.59,3.91,0.553,0,Bike,Standard,0.205,Sat,11.95,13.19
78.48,4.35,0.082,1,Truck,Express,0.162,Thu,0.9,2.77
256.63,5.47,0.414,0,Van,Express,0.789,Wed,12.37,6.12
205.0,1.93,0.501,0,Bike,Express,0.807,Sat,11.71,6.22
239.71,3.66,0.292,0,Truck,Standard,0.726,Sun,7.99,6.73
64.01,13.59,0.08,0,Bike,Standard,0.148,Wed,7.7,2.22
71.38,5.01,0.706,0,Van,Standard,0.751,Mon,12.62,2.62
142.65,4.01,0.463,0,Van,Standard,0.504,Fri,6.66,3.71
155.83,2.79,0.445,0,Bike,Express,0.242,Fri,2.81,4.62
216.81,1.95,0.287,1,Truck,Express,0.366,Sun,5.04,6.67
307.44,4.46,0.561,0,Bike,Standard,0.551,Sun,4.35,8.97
319.14,4.67,0.466,0,Truck,Express,0.397,Tue,10.38,7.71
208.85,3.48,0.5,0,Bike,Express,0.973,Tue,3.09,6.32
207.35,17.07,0.602,1,Bike,Standard,0.527,Sun,9.85,8.22
112.73,2.09,0.056,1,Van,Express,0.435,Wed,7.26,3.52
296.21,1.7,0.912,0,Truck,Standard,0.706,Thu,12.68,8.88
161.94,2.82,0.118,0,Bike,Standard,0.685,Wed,7.53,4.98
22.85,3.56,0.478,0,Truck,Standard,0.102,Wed,13.98,0.93
212.11,1.86,0.247,0,Bike,Standard,0.657,Thu,13.56,5.86
239.7,4.38,0.548,0,Van,Standard,0.319,Wed,3.19,5.91
116.67,4.72,0.316,0,Van,Express,0.438,Wed,10.45,3.14
288.37,5.91,0.867,0,Bike,Standard,0.736,Wed,3.61,9.58
285.06,2.48,0.427,1,Truck,Standard,0.602,Mon,12.44,8.2
352.49,8.54,0.657,1,Van,Standard,0.432,Sat,9.72,8.84
325.73,5.64,0.286,1,Van,Standard,0.251,Sun,4.76,7.69
327.95,2.06,0.068,0,Van,Standard,0.555,Thu,4.11,7.28
161.53,1.86,0.434,0,Van,Standard,0.387,Tue,6.73,4.3
394.78,2.97,0.56,0,Van,Express,0.922,Fri,12.11,9.43
276.83,4.73,0.487,0,Truck,Standard,0.581,Thu,12.04,7.44
218.55,5.21,0.964,0,Van,Standard,0.879,Thu,0.98,6.55
314.88,5.64,0.721,1,Van,Standard,0.451,Fri,4.88,8.7
183.53,13.05,0.996,0,Van,Standard,0.845,Sat,6.63,5.71
258.81,0.71,0.33,0,Van,Express,0.151,Mon,8.99,5.56
369.67,3.41,0.8,0,Van,Standard,0.368,Mon,2.67,9.11
443.77,12.36,0.578,0,Van,Standard,0.17,Mon,5.36,10.01
460.92,6.09,0.631,0,Van,Standard,0.128,Tue,13.34,10.16
254.3,1.61,0.987,0,Van,Express,0.927,Sun,7.41,6.88
262.54,4.23,0.671,0,Truck,Standard,0.745,Sat,11.29,7.69
400.94,3.26,0.904,0,Truck,Standard,0.663,Fri,7.53,11.48
160.65,3.18,0.739,0,Truck,Express,0.579,Fri,7.24,4.9
419.5,2.44,0.171,0,Van,Standard,0.613,Mon,9.52,9.26
249.6,3.99,0.714,0,Van,Standard,0.675,Tue,4.26,6.46
62.35,7.53,0.51,0,Bike,Standard,0.844,Sat,4.12,2.9
40.67,2.62,0.923,0,Van,Standard,0.637,Thu,14.85,2.16
421.79,5.66,0.816,0,Bike,Express,0.774,Thu,13.1,12.29
32.51,6.34,0.149,0,Bike,Standard,0.353,Sat,11.2,1.32
143.9,8.49,0.177,0,Truck,Express,0.979,Mon,2.49,4.25
170.39,1.83,0.116,0,Truck,Standard,0.129,Sat,0.94,4.42
90.63,3.76,0.519,1,Van,Standard,0.448,Fri,3.04,3.89
160.38,2.23,0.127,0,Bike,Standard,0.894,Wed,14.1,4.78
372.63,3.99,0.737,0,Van,Standard,0.262,Thu,12.34,8.6
12.27,3.97,0.575,1,Van,Standard,0.227,Mon,8.08,2.41
414.45,1.46,0.844,0,Truck,Standard,0.429,Tue,14.55,10.67
428.99,4.16,0.316,0,Truck,Standard,0.485,Tue,2.63,11.29
189.27,13.46,0.543,0,Van,Standard,0.94,Sun,8.61,5.32
81.04,5.22,0.162,0,Bike,Standard,0.853,Mon,3.16,3.17
302.42,1.21,0.89,0,Bike,Express,0.518,Wed,4.94,9.39
64.24,1.74,0.216,0,Bike,Standard,0.976,Mon,14.13,2.29
185.64,3.63,0.147,0,Van,Standard,0.678,Tue,13.09,4.23
479.42,1.77,0.245,0,Bike,Standard,0.886,Mon,1.98,13.42
497.75,8.2,0.816,0,Bike,Express,0.321,Tue,4.12,14.21
387.19,1.07,0.151,0,Bike,Standard,0.54,Sat,9.12,10.81
158.93,5.25,0.634,0,Bike,Standard,0.127,Sat,1.39,5.03
345.39,0.86,0.759,0,Van,Standard,0.108,Wed,8.48,8.2
354.18,3.59,0.764,0,Bike,Standard,0.735,Fri,8.98,10.26
196.98,1.56,0.231,0,Truck,Express,0.206,Fri,4.72,4.86
322.24,5.9,0.109,0,Bike,Standard,0.593,Sun,4.75,9.38
10.31,7.33,0.476,0,Bike,Express,0.726,Sat,3.82,1.19
108.48,4.72,0.242,0,Bike,Standard,0.129,Tue,14.07,2.91
264.92,7.55,0.714,0,Van,Standard,0.504,Fri,6.14,6.66
86.06,0.28,0.389,0,Bike,Standard,0.716,Sat,8.99,2.53
87.12,4.12,0.477,0,Van,Standard,0.901,Wed,4.87,2.83
418.97,5.2,0.158,0,Bike,Standard,0.369,Fri,10.69,11.62
494.62,5.65,0.589,0,Truck,Standard,0.977,Wed,1.97,13.15
280.2,4.99,0.226,0,Bike,Standard,0.86,Wed,1.54,8.31
420.34,5.74,0.695,0,Van,Standard,0.686,Tue,11.29,9.54
495.21,4.09,0.118,1,Truck,Standard,0.453,Mon,11.04,13.22
75.09,1.22,0.977,0,Bike,Express,0.74,Sat,4.34,3.82
226.88,2.43,0.7,0,Bike,Standard,0.835,Sat,5.65,7.48
199.32,8.23,0.223,0,Truck,Standard,0.373,Fri,14.38,4.92
44.62,7.64,0.063,0,Bike,Standard,0.994,Tue,2.01,2.1
378.89,5.13,0.368,0,Bike,Standard,0.918,Mon,3.16,11.11
219.72,5.98,0.195,0,Van,Standard,0.537,Fri,6.74,5.02
237.32,7.06,0.257,1,Bike,Express,0.751,Tue,4.59,7.66
79.58,5.09,0.879,0,Truck,Standard,0.572,Thu,9.91,3.31
94.56,8.08,0.623,1,Van,Express,0.785,Sun,10.51,4.39
454.02,7.91,0.218,0,Van,Standard,0.844,Mon,8.13,10.45
27.1,16.1,0.579,1,Bike,Express,0.121,Fri,9.36,2.26
120.26,2.51,0.293,0,Van,Standard,0.171,Sun,6.78,2.65
149.57,2.55,0.977,0,Van,Express,0.403,Wed,11.53,4.36
247.65,4.84,0.081,0,Bike,Standard,0.926,Sat,1.11,7.45
295.29,11.91,0.746,0,Truck,Standard,0.458,Sat,5.04,8.38
249.18,8.49,0.784,0,Van,Standard,0.899,Thu,10.42,6.7
46.64,6.48,0.114,0,Van,Standard,0.516,Wed,5.28,1.49
125.62,8.86,0.213,0,Bike,Standard,0.36,Fri,1.64,3.48
422.58,5.26,0.415,0,Bike,Standard,0.911,Fri,5.5,12.46
320.61,3.0,0.875,0,Van,Standard,0.605,Thu,10.82,8.15
326.33,13.77,0.56,1,Van,Standard,0.424,Tue,2.27,8.83
336.75,5.0,0.673,0,Van,Standard,0.14,Sat,11.01,7.88
382.64,7.8,0.794,0,Bike,Express,0.2,Tue,11.74,10.82
33.76,0.27,0.837,0,Truck,Standard,0.225,Mon,9.71,1.79
186.47,0.36,0.502,0,Bike,Standard,0.428,Mon,4.04,5.63
272.07,4.22,0.533,0,Van,Standard,0.647,Thu,12.18,6.67
172.54,1.77,0.732,1,Van,Standard,0.377,Mon,3.61,5.14
423.02,4.49,0.3,0,Bike,Standard,0.159,Wed,13.63,11.21
243.87,2.54,0.862,0,Bike,Standard,0.338,Tue,10.75,7.82
385.47,17.55,0.07,0,Bike,Standard,0.468,Thu,1.29,10.95
426.75,7.4,0.236,0,Truck,Standard,0.993,Sat,12.09,11.03
254.87,9.41,0.81,0,Van,Standard,0.454,Thu,7.84,6.8
455.23,0.46,0.373,0,Van,Standard,0.18,Thu,7.06,9.83
295.63,6.42,0.192,0,Truck,Express,0.623,Tue,6.6,7.48
425.89,3.27,0.227,0,Van,Standard,0.928,Mon,9.3,9.78
173.59,9.53,0.554,0,Van,Standard,0.808,Sun,11.01,4.49
251.91,5.81,0.854,1,Van,Standard,0.853,Fri,13.49,8.13
268.05,3.63,0.117,0,Van,Express,0.935,Mon,4.46,6.15
56.96,1.34,0.079,0,Van,Standard,0.673,Thu,9.65,1.88
202.28,4.16,0.492,0,Truck,Standard,0.995,Mon,10.45,6.05
459.08,8.11,0.958,0,Van,Express,0.13,Mon,10.28,10.76
317.26,9.88,0.315,0,Van,Standard,0.851,Wed,7.65,7.33
92.87,2.85,0.961,0,Van,Standard,0.871,Fri,6.17,3.79
172.73,15.81,0.893,0,Truck,Standard,0.925,Fri,11.55,5.74
99.84,7.7,0.319,0,Bike,Standard,0.53,Sat,4.85,3.45
17.29,1.8,0.826,0,Truck,Standard,0.809,Tue,3.52,1.63
464.09,1.46,0.702,0,Bike,Standard,0.276,Tue,8.41,12.86
226.86,3.43,0.536,0,Van,Standard,0.643,Thu,4.38,6.03
157.23,2.85,0.452,0,Truck,Standard,0.423,Sun,0.98,4.72
301.25,5.29,0.825,0,Van,Standard,0.637,Sat,1.25,7.83
8.62,3.85,0.803,0,Bike,Standard,0.708,Fri,10.58,1.44
142.62,3.03,0.769,0,Truck,Standard,0.412,Mon,14.61,4.2
353.0,0.92,0.998,0,Van,Standard,0.295,Sun,7.09,8.88
318.72,5.93,0.505,0,Van,Standard,0.39,Sun,2.63,7.53
490.99,0.84,0.817,1,Van,Standard,0.698,Fri,12.36,12.57
312.08,7.72,0.869,0,Van,Standard,0.709,Wed,4.29,8.18
241.37,0.53,0.251,0,Van,Standard,0.767,Fri,14.94,5.61
381.91,0.79,0.09,0,Bike,Standard,0.214,Fri,8.67,10.04
452.15,1.8,0.435,0,Van,Standard,0.837,Sun,3.87,10.45
361.74,2.65,0.864,0,Truck,Express,0.719,Mon,7.69,9.99
481.79,2.24,0.325,0,Bike,Express,0.127,Thu,5.36,12.86
392.09,2.64,0.715,1,Van,Express,0.402,Fri,11.8,9.64
434.07,4.56,0.057,0,Van,Standard,0.52,Wed,2.03,9.76
61.48,1.83,0.388,0,Truck,Standard,0.425,Sat,12.93,2.26
367.54,4.59,0.635,0,Van,Standard,0.206,Mon,11.63,8.43
222.84,0.28,0.173,0,Truck,Standard,0.287,Mon,12.99,5.74
278.79,1.77,0.902,1,Bike,Standard,0.122,Sat,13.48,9.77
328.78,0.75,0.198,1,Van,Standard,0.184,Mon,3.83,8.62
485.06,7.66,0.914,1,Truck,Standard,0.34,Wed,8.05,13.9
492.37,2.05,0.256,0,Truck,Standard,0.838,Tue,12.82,12.39
147.67,5.68,0.995,0,Van,Standard,0.574,Fri,5.97,4.82
368.21,0.61,0.625,0,Van,Standard,0.482,Mon,1.38,8.89
376.24,9.77,0.13,0,Van,Standard,0.696,Wed,4.73,8.81
176.51,4.02,0.112,0,Bike,Express,0.587,Sun,4.01,5.14
66.32,3.69,0.121,0,Truck,Standard,0.218,Wed,13.12,1.93
25.27,0.93,0.61,0,Truck,Standard,0.3,Fri,7.23,1.34
389.78,1.58,0.819,1,Van,Standard,0.3,Sun,10.41,10.26
247.4,3.11,0.433,0,Bike,Standard,0.64,Fri,14.45,7.4
492.84,1.64,0.473,1,Van,Standard,0.515,Sat,4.84,12.06
235.16,7.17,0.61,0,Bike,Standard,0.449,Sun,11.54,7.14
489.07,3.93,0.556,0,Van,Express,0.601,Fri,0.83,11.3
208.73,1.66,0.704,0,Van,Standard,0.973,Sat,2.01,5.77
397.87,6.45,0.498,0,Bike,Standard,0.383,Thu,2.85,11.45
46.99,2.8,0.728,0,Van,Standard,0.568,Sat,5.03,2.31
279.95,6.25,0.997,0,Truck,Express,0.532,Fri,6.34,7.98
402.02,2.45,0.383,0,Bike,Standard,0.745,Wed,7.42,11.56
462.73,5.42,0.062,1,Van,Express,0.757,Thu,4.06,11.01
412.18,2.72,0.169,0,Van,Standard,0.756,Wed,1.46,9.38
23.3,7.17,0.576,0,Bike,Standard,0.281,Wed,10.32,1.41
189.49,0.62,0.377,0,Van,Express,0.504,Wed,0.84,4.47
29.11,1.24,0.943,0,Van,Standard,0.83,Thu,12.24,2.25
59.09,3.33,0.646,0,Bike,Standard,0.443,Wed,13.97,2.42
339.28,2.12,0.544,0,Bike,Express,0.986,Fri,10.8,9.74
358.06,2.65,0.808,0,Truck,Standard,0.428,Wed,9.14,9.83
387.99,5.85,0.296,0,Van,Standard,0.548,Thu,10.03,8.6
433.4,2.61,0.829,0,Van,Express,0.527,Mon,9.96,10.53
371.02,4.7,0.053,0,Van,Express,0.49,Wed,14.01,7.85
401.43,1.76,0.639,1,Truck,Express,0.861,Wed,14.48,10.95
29.24,0.48,0.938,0,Van,Express,0.24,Sun,6.69,1.57
121.09,6.23,0.798,0,Truck,Standard,0.611,Thu,9.45,4.45
312.84,11.22,0.861,0,Van,Express,0.657,Mon,12.14,7.76
429.77,4.36,0.427,0,Van,Standard,0.866,Wed,0.52,9.93
7.23,3.47,0.833,0,Van,Standard,0.648,Sat,8.14,1.74
259.74,4.03,0.573,0,Van,Standard,0.964,Tue,9.97,6.56
340.26,8.91,0.638,0,Van,Express,0.885,Tue,10.9,8.32
19.66,4.4,0.106,0,Bike,Standard,0.414,Wed,5.85,1.2
203.67,6.43,0.241,0,Van,Express,0.874,Wed,4.79,5.07
448.34,6.24,0.573,1,Van,Standard,0.963,Thu,3.14,12.42
337.45,7.58,0.106,0,Bike,Standard,0.331,Mon,8.59,9.0
122.64,3.41,0.754,0,Bike,Standard,0.649,Sat,13.83,4.25
427.13,2.43,0.848,1,Van,Standard,0.354,Tue,13.49,10.45
177.28,5.46,0.924,0,Van,Standard,0.685,Fri,5.72,5.82
427.41,7.22,0.147,0,Truck,Standard,0.184,Thu,4.24,10.96
152.98,8.15,0.943,0,Van,Standard,0.761,Tue,11.94,5.11
297.21,9.63,0.114,0,Truck,Standard,0.478,Thu,11.01,7.44
201.49,6.79,0.5,0,Van,Standard,0.629,Mon,7.83,5.07
141.04,2.32,0.848,0,Bike,Standard,0.123,Fri,6.14,4.69
443.85,4.36,0.117,0,Truck,Standard,0.726,Wed,2.3,11.25
97.86,4.08,0.067,0,Bike,Standard,0.546,Wed,11.88,3.27
46.98,3.76,0.074,0,Van,Standard,0.663,Tue,9.45,1.5
174.25,5.47,0.536,0,Van,Standard,0.384,Wed,5.96,4.51
360.23,3.18,0.821,0,Van,Standard,0.231,Wed,13.82,8.63
404.68,3.18,0.171,1,Van,Standard,0.492,Tue,10.07,9.4
499.38,11.66,0.168,0,Van,Standard,0.95,Sun,13.97,11.24
151.7,3.55,0.59,0,Bike,Standard,0.305,Tue,7.38,4.64
206.93,7.54,0.273,0,Bike,Standard,0.708,Tue,7.09,6.24
72.73,7.83,0.744,0,Bike,Standard,0.145,Thu,14.09,2.66
289.56,4.44,0.952,0,Bike,Standard,0.746,Wed,14.42,9.09
498.8,3.28,0.778,1,Van,Express,0.315,Thu,14.43,11.99
351.94,1.83,0.883,0,Van,Standard,0.506,Sat,12.37,8.67
299.63,0.82,0.544,0,Van,Standard,0.431,Mon,7.2,7.04
199.22,5.74,0.841,0,Van,Express,0.202,Thu,3.55,5.31
458.07,4.96,0.224,0,Bike,Standard,0.411,Mon,6.06,12.49
250.97,6.33,0.115,0,Bike,Standard,0.415,Mon,14.11,7.07
71.51,2.55,0.673,0,Van,Express,0.57,Mon,5.77,2.43
185.86,12.42,0.099,0,Truck,Standard,0.975,Tue,11.47,5.22
38.25,5.27,0.898,0,Van,Express,0.523,Wed,13.88,1.81
104.98,3.45,0.707,1,Bike,Standard,0.923,Sun,14.57,4.49
13.75,0.44,0.955,0,Van,Standard,0.515,Sun,14.24,2.0
229.37,2.79,0.348,0,Truck,Standard,0.197,Mon,8.55,5.9
319.1,6.53,0.512,0,Van,Standard,0.307,Sun,7.63,7.23
174.93,9.46,0.755,0,Bike,Express,0.467,Fri,14.82,5.67
213.09,3.86,0.281,1,Bike,Standard,0.393,Thu,3.66,6.61
479.81,10.48,0.565,0,Van,Standard,0.879,Sat,3.22,11.47
377.22,1.71,0.676,0,Truck,Standard,0.711,Thu,14.47,9.92
272.72,5.07,0.98,0,Van,Standard,0.62,Tue,10.49,7.57
145.85,5.17,0.757,1,Van,Standard,0.542,Thu,8.28,4.66
449.01,5.77,0.162,0,Van,Express,0.458,Sat,2.41,10.09
121.37,4.26,0.502,0,Truck,Standard,0.651,Fri,7.94,3.67
166.04,4.88,0.609,0,Van,Express,0.212,Tue,14.19,3.86
454.99,1.67,0.189,0,Truck,Standard,0.246,Sun,9.24,11.41
267.12,8.88,0.46,1,Van,Standard,0.373,Tue,6.37,7.45
372.45,7.05,0.32,0,Van,Standard,0.254,Sat,8.49,8.7
297.42,4.74,0.163,0,Van,Standard,0.709,Wed,13.35,6.72
328.45,7.16,0.536,0,Van,Standard,0.122,Mon,13.74,7.43
153.19,9.06,0.207,1,Truck,Standard,0.244,Sun,6.3,5.46
124.48,5.71,0.611,0,Van,Express,0.912,Fri,9.32,3.41
164.63,13.28,0.211,0,Van,Express,0.998,Tue,4.55,4.09
81.94,6.04,0.737,1,Van,Express,0.539,Mon,7.04,3.48
437.79,1.91,0.235,0,Van,Express,0.546,Mon,3.69,9.77
145.21,4.57,0.901,1,Van,Express,0.796,Tue,8.21,4.95
282.94,7.35,0.075,0,Van,Standard,0.133,Sun,8.88,6.27
397.03,9.07,0.546,0,Van,Standard,0.484,Tue,5.4,9.41
392.99,4.32,0.354,0,Van,Express,0.19,Tue,4.45,8.93
222.0,1.78,0.264,0,Van,Express,0.461,Sat,2.69,5.31
240.75,3.22,0.498,0,Bike,Express,0.985,Sun,2.52,7.52
497.38,1.15,0.85,0,Van,Express,0.778,Tue,10.82,11.87
338.93,6.47,0.92,1,Van,Standard,0.987,Fri,3.71,9.94
408.25,2.76,0.338,0,Van,Express,0.771,Thu,2.21,9.23
451.76,2.17,0.197,0,Van,Express,0.647,Fri,14.98,9.48
394.86,6.9,0.734,0,Van,Standard,0.779,Wed,4.27,9.64
96.66,10.34,0.603,0,Truck,Express,0.693,Sat,13.49,3.18
283.27,2.16,0.241,0,Van,Standard,0.518,Sun,9.33,6.49
55.44,4.34,0.772,0,Van,Express,0.363,Sat,10.87,1.65
328.2,3.33,0.543,0,Van,Standard,0.568,Sun,8.63,7.73
477.9,9.34,0.671,0,Van,Express,0.333,Mon,3.12,10.93
258.8,3.62,0.391,0,Van,Standard,0.538,Fri,12.78,6.13
219.32,1.63,0.467,0,Van,Standard,0.232,Sun,12.51,5.35
22.74,3.75,0.221,1,Van,Standard,0.609,Thu,5.57,1.77
480.09,8.1,0.769,0,Bike,Standard,0.321,Sun,11.58,13.56
55.99,3.18,0.199,0,Van,Standard,0.364,Wed,8.37,1.29
25.33,2.35,0.789,0,Bike,Express,0.549,Sun,13.68,1.73
126.8,3.5,0.808,0,Van,Standard,0.246,Sun,12.14,3.5
37.44,1.68,0.759,0,Van,Express,0.966,Fri,1.09,2.43
230.28,3.32,0.068,1,Van,Standard,0.502,Fri,13.25,6.43
260.46,2.5,0.309,1,Van,Standard,0.417,Thu,14.54,6.87
159.72,14.83,0.495,0,Truck,Express,0.126,Wed,11.26,4.38
30.23,0.58,0.616,0,Van,Standard,0.859,Thu,2.24,2.22
60.24,1.9,0.923,0,Van,Standard,0.663,Sun,12.21,2.93
195.33,2.35,0.407,0,Truck,Express,0.475,Mon,9.89,4.74
34.96,1.69,0.881,0,Van,Express,0.321,Tue,5.41,1.71
350.6,5.1,0.205,0,Van,Standard,0.771,Thu,13.32,7.72
107.48,2.13,0.403,0,Bike,Express,0.951,Wed,8.7,3.74
154.53,1.03,0.1,0,Bike,Standard,0.443,Fri,12.87,4.44
200.09,4.07,0.755,0,Van,Standard,0.221,Wed,10.22,4.65
211.22,3.04,0.193,0,Bike,Standard,0.198,Fri,4.68,5.93
5.82,2.21,0.294,0,Van,Standard,0.106,Mon,14.64,0.5
60.47,9.19,0.786,0,Bike,Standard,0.77,Wed,8.78,3.13
432.07,5.22,0.558,0,Van,Express,0.983,Fri,7.99,10.12
5.61,4.82,0.063,0,Bike,Standard,0.994,Thu,6.35,0.97
