Shipment_ID,Date,Origin,Destination,Transport_Mode,Shipment_Volume_m3,Weight_kg,Distance_km,Expected_Time_days,Delivery_Time_days,Delay_days,Transportation_Cost,Fuel_Cost,Handling_Cost,Total_Cost,Customer_Rating,Delivery_Status
SHP0172,2026-05-24,Bengaluru,Jaipur,Road,2.65,115.5,994.6,3.18,4.68,1.73,6378.47,1859.91,143.1,8381.48,4.13,Delayed
SHP0173,2026-04-12,Delhi,Pune,Road,6.66,294.5,1222.7,3.53,3.97,0.2,9984.54,3013.42,253.28,13251.23,4.86,On Time
SHP0174,2026-03-07,Mumbai,Lucknow,Road,6.97,297.2,644.4,2.64,3.72,1.3,5708.19,1652.48,284.66,7645.33,4.36,Delayed
SHP0175,2026-01-13,Bengaluru,Jaipur,Rail,5.4,331.6,440.1,2.93,3.97,1.09,3154.35,623.13,212.57,3990.05,4.24,Delayed
SHP0176,2026-04-21,Bengaluru,Ahmedabad,Road,7.69,450.9,236.0,2.01,3.46,1.44,2586.74,747.16,265.58,3599.48,4.09,Delayed
SHP0177,2026-06-08,Chennai,Hyderabad,Rail,2.14,152.9,1107.2,3.95,3.28,0.0,5722.09,1406.47,162.54,7291.1,5.0,On Time
SHP0178,2026-02-03,Mumbai,Hyderabad,Road,3.88,172.7,856.2,2.97,4.26,1.81,6269.77,1648.63,189.99,8108.39,4.08,Delayed
SHP0179,2026-02-08,Chennai,Bengaluru,Sea,2.65,210.1,347.0,4.43,4.55,0.0,1306.6,281.97,129.66,1718.23,5.0,On Time
SHP0180,2026-05-16,Mumbai,Hyderabad,Road,3.07,142.1,458.0,2.35,2.54,0.44,3140.97,942.0,213.97,4296.93,5.0,On Time
SHP0181,2026-04-30,Chennai,Lucknow,Road,12.43,479.6,479.9,2.39,6.2,3.44,5568.3,1795.72,354.06,7718.08,2.76,Delayed
SHP0182,2026-05-06,Bengaluru,Pune,Road,6.37,242.7,247.9,2.03,3.47,1.1,1977.34,552.1,248.52,2777.96,4.37,Delayed
SHP0183,2026-02-24,Bengaluru,Ahmedabad,Sea,6.48,337.7,382.0,4.49,4.9,0.16,1748.29,458.41,208.37,2415.07,4.36,On Time
SHP0184,2026-01-27,Delhi,Lucknow,Air,3.85,198.8,311.1,1.15,1.79,0.0,5269.41,1535.94,173.17,6978.51,5.0,On Time
SHP0185,2026-04-28,Chennai,Ahmedabad,Road,3.65,276.0,497.1,2.41,4.58,2.19,3861.14,1211.17,179.57,5251.88,3.41,Delayed
SHP0186,2026-02-22,Kolkata,Ahmedabad,Rail,9.29,408.9,402.1,2.87,3.1,0.0,2667.07,669.72,233.61,3570.39,4.9,On Time
SHP0187,2026-02-08,Delhi,Pune,Air,10.56,420.1,225.7,1.02,0.82,0.0,5438.58,1704.29,251.01,7393.88,4.87,On Time
SHP0188,2026-03-06,Chennai,Bengaluru,Rail,2.83,177.7,2420.3,5.97,7.85,1.02,11597.95,3126.88,149.87,14874.71,4.54,Delayed
SHP0189,2026-05-25,Chennai,Hyderabad,Road,6.14,327.9,1467.2,3.91,6.82,2.22,15202.87,4497.84,248.89,19949.6,3.59,Delayed
SHP0190,2026-06-07,Delhi,Pune,Road,5.11,201.0,391.7,2.25,3.83,1.57,2878.64,782.86,189.11,3850.6,3.93,Delayed
SHP0191,2026-01-13,Bengaluru,Lucknow,Road,8.35,320.8,775.9,2.84,3.62,0.64,7662.41,2164.65,234.68,10061.75,5.0,Delayed
SHP0192,2026-01-21,Chennai,Bengaluru,Air,3.66,230.4,852.6,1.99,3.32,0.86,15739.3,4210.03,157.38,20106.71,4.63,Delayed
SHP0193,2026-05-27,Bengaluru,Lucknow,Sea,18.04,866.8,1409.8,6.07,6.02,0.0,13394.81,2625.73,428.74,16449.28,4.8,On Time
SHP0194,2026-02-22,Delhi,Bengaluru,Rail,8.1,537.3,381.8,2.84,3.3,0.69,3102.83,793.86,253.47,4150.16,4.53,Delayed
SHP0195,2026-01-19,Bengaluru,Lucknow,Road,5.87,430.4,1321.9,3.68,4.86,0.87,15904.03,4611.4,301.38,20816.82,5.0,Delayed
SHP0196,2026-02-26,Mumbai,Pune,Road,7.72,290.4,455.2,2.35,4.15,1.77,4063.34,1171.5,295.84,5530.68,3.94,Delayed
SHP0197,2026-01-25,Kolkata,Bengaluru,Rail,13.72,545.9,272.8,2.67,4.25,1.52,2564.45,631.25,402.77,3598.47,3.92,Delayed
SHP0198,2026-01-31,Chennai,Bengaluru,Air,8.06,333.5,1040.7,2.28,3.03,1.04,21881.47,6699.93,305.92,28887.32,4.19,Delayed
SHP0199,2026-03-22,Kolkata,Ahmedabad,Air,10.47,819.4,1504.1,2.99,3.38,0.99,51352.38,14966.18,273.54,66592.1,4.26,Delayed
SHP0200,2026-01-23,Bengaluru,Ahmedabad,Air,14.68,575.8,3000.0,5.29,7.46,2.09,92895.26,26991.9,341.5,120228.66,3.64,Delayed
SHP0201,2026-02-01,Chennai,Jaipur,Rail,5.22,274.8,298.0,2.71,3.48,0.46,1576.28,375.33,175.28,2126.89,4.3,On Time
SHP0202,2026-03-15,Bengaluru,Lucknow,Road,13.45,769.3,1023.8,3.23,3.15,0.0,16036.69,5651.68,408.73,22097.09,4.61,On Time
SHP0203,2026-01-10,Mumbai,Ahmedabad,Road,6.04,291.3,498.0,2.42,3.32,0.4,4093.64,1212.62,209.61,5515.87,4.49,On Time
SHP0204,2026-02-23,Delhi,Jaipur,Air,12.04,894.0,1081.6,2.34,2.73,0.63,44838.68,10619.19,292.83,55750.7,4.86,Delayed
SHP0205,2026-02-21,Chennai,Ahmedabad,Rail,19.08,791.4,249.9,2.63,3.73,1.46,3111.15,722.41,448.31,4281.87,4.06,Delayed
SHP0206,2026-05-28,Mumbai,Lucknow,Road,8.69,407.6,286.1,2.09,2.68,0.62,2992.01,929.39,268.07,4189.47,4.59,Delayed
SHP0207,2026-06-09,Mumbai,Bengaluru,Road,1.78,118.7,392.5,2.25,2.23,0.0,2699.24,832.61,161.41,3693.27,5.0,On Time
SHP0208,2026-04-24,Chennai,Hyderabad,Rail,5.85,389.9,684.2,3.3,4.18,0.61,4901.06,1134.4,234.15,6269.61,5.0,Delayed
SHP0209,2026-01-14,Bengaluru,Lucknow,Road,2.48,165.8,428.5,2.31,2.95,0.91,3025.04,848.63,135.61,4009.28,4.4,Delayed
SHP0210,2026-06-27,Mumbai,Pune,Road,3.03,234.7,997.6,3.18,4.65,0.99,8870.74,2441.17,198.54,11510.46,4.24,Delayed
SHP0211,2026-06-05,Kolkata,Ahmedabad,Road,5.26,245.7,1267.1,3.6,6.01,1.72,11386.92,3124.86,192.28,14704.06,3.75,Delayed
SHP0212,2026-04-20,Mumbai,Ahmedabad,Rail,4.19,164.8,959.8,3.73,5.28,1.57,5023.51,1046.28,190.02,6259.8,4.38,Delayed
SHP0213,2026-02-22,Bengaluru,Bengaluru,Rail,4.8,390.8,1861.6,5.11,6.31,0.76,12673.33,3409.77,230.42,16313.52,4.51,Delayed
SHP0214,2026-06-01,Bengaluru,Pune,Road,2.78,217.8,851.7,2.96,2.77,0.18,6729.02,2171.5,147.65,9048.17,4.76,On Time
SHP0215,2026-03-20,Kolkata,Bengaluru,Rail,6.33,299.3,294.7,2.7,3.08,0.0,1717.83,486.62,214.08,2418.53,4.72,On Time
SHP0216,2026-01-22,Mumbai,Pune,Road,6.2,247.0,1576.8,4.08,6.74,2.3,12812.36,4511.04,252.34,17575.75,3.47,Delayed
SHP0217,2026-01-30,Bengaluru,Hyderabad,Road,7.79,452.0,438.6,2.32,4.88,2.25,4888.81,1423.39,230.14,6542.34,3.88,Delayed
SHP0218,2026-01-04,Chennai,Ahmedabad,Rail,7.63,433.9,1174.7,4.06,4.29,0.23,9623.83,2305.37,243.94,12173.13,4.41,On Time
SHP0219,2026-02-28,Delhi,Ahmedabad,Rail,6.14,285.2,1807.9,5.03,5.11,1.11,12079.57,2549.54,250.03,14879.14,4.74,Delayed
SHP0220,2026-01-08,Delhi,Hyderabad,Air,7.61,464.5,874.6,2.02,3.81,2.02,22320.77,6539.19,328.91,29188.87,3.7,Delayed
SHP0221,2026-01-12,Delhi,Jaipur,Rail,8.19,659.0,245.8,2.63,3.46,1.06,2138.57,592.56,288.58,3019.72,4.37,Delayed
SHP0222,2026-04-29,Mumbai,Bengaluru,Rail,1.67,70.3,357.9,2.8,3.44,0.99,1537.57,368.9,166.63,2073.1,3.99,Delayed
SHP0223,2026-06-08,Kolkata,Hyderabad,Road,5.25,238.4,1535.7,4.01,4.46,0.41,11484.6,4044.14,233.02,15761.76,4.77,On Time
SHP0224,2026-02-03,Bengaluru,Bengaluru,Road,3.97,186.7,582.3,2.55,3.88,1.48,4416.0,1465.58,153.97,6035.56,4.07,Delayed
SHP0225,2026-03-23,Chennai,Lucknow,Road,5.38,225.4,684.5,2.7,2.41,0.0,4806.53,1809.27,220.87,6836.67,4.98,On Time
SHP0226,2026-04-08,Chennai,Ahmedabad,Road,1.37,60.2,1064.4,3.29,2.92,0.0,5761.96,1919.66,143.67,7825.3,5.0,On Time
SHP0227,2026-05-07,Mumbai,Bengaluru,Sea,1.04,68.0,1022.1,5.47,5.43,0.2,3408.63,690.52,149.97,4249.11,4.95,On Time
SHP0228,2026-03-16,Delhi,Pune,Road,0.59,33.3,779.1,2.85,3.46,0.21,3634.58,1138.82,134.65,4908.05,4.6,On Time
SHP0229,2026-04-15,Mumbai,Bengaluru,Air,3.53,252.1,567.6,1.55,1.65,0.33,10611.28,2658.21,196.91,13466.4,4.57,On Time
SHP0230,2026-02-18,Kolkata,Lucknow,Rail,3.49,247.8,530.5,3.07,2.89,0.0,2897.69,692.95,171.88,3762.53,5.0,On Time
SHP0231,2026-03-20,Kolkata,Ahmedabad,Air,16.21,710.2,1135.2,2.42,3.77,1.51,42552.28,9191.7,413.76,52157.73,4.62,Delayed
SHP0232,2026-04-03,Bengaluru,Hyderabad,Road,9.61,373.5,931.5,3.08,5.13,1.93,10199.96,2920.46,250.06,13370.48,4.04,Delayed
SHP0233,2026-06-03,Bengaluru,Lucknow,Rail,12.55,457.9,549.9,3.1,3.26,0.0,4034.34,1049.5,334.69,5418.54,5.0,On Time
SHP0234,2026-01-18,Kolkata,Ahmedabad,Road,33.08,1500.0,1313.4,3.67,4.38,1.78,31045.86,11274.61,764.13,43084.59,4.24,Delayed
SHP0235,2026-04-06,Kolkata,Bengaluru,Road,1.05,70.5,597.7,2.57,2.93,0.0,3508.28,1132.33,150.13,4790.74,5.0,On Time
SHP0236,2026-02-07,Kolkata,Jaipur,Rail,11.32,826.9,373.7,2.82,4.73,1.41,4135.22,1202.67,323.03,5660.92,3.54,Delayed
SHP0237,2026-03-28,Mumbai,Jaipur,Road,8.37,334.8,396.9,2.26,2.62,0.73,3926.78,1043.86,337.07,5307.71,4.83,Delayed
SHP0238,2026-03-29,Kolkata,Pune,Road,5.63,264.8,344.1,2.18,2.67,0.83,2593.97,856.39,173.71,3624.07,4.89,Delayed
SHP0239,2026-02-19,Chennai,Ahmedabad,Rail,5.27,240.7,544.5,3.09,3.3,0.36,2809.46,713.49,176.03,3698.98,4.33,On Time
SHP0240,2026-01-08,Delhi,Jaipur,Road,10.18,415.4,1449.4,3.88,5.63,2.01,16143.84,4602.07,363.15,21109.07,3.58,Delayed
SHP0241,2026-06-18,Kolkata,Hyderabad,Sea,6.19,266.2,385.2,4.49,4.57,0.0,1611.05,408.79,233.02,2252.86,4.7,On Time
SHP0242,2026-05-14,Delhi,Ahmedabad,Sea,4.1,161.7,734.7,5.03,5.51,1.16,2950.83,581.68,185.29,3717.81,4.11,Delayed
SHP0243,2026-03-10,Mumbai,Hyderabad,Sea,3.18,246.3,424.2,4.55,5.81,1.65,1646.56,406.62,135.21,2188.39,3.92,Delayed
SHP0244,2026-06-21,Delhi,Hyderabad,Road,10.11,422.1,548.8,2.49,4.55,1.52,5501.09,2030.85,317.71,7849.65,4.25,Delayed
SHP0245,2026-05-01,Mumbai,Jaipur,Road,12.88,502.9,243.6,2.02,4.82,3.12,3251.45,993.01,370.93,4615.38,3.58,Delayed
SHP0246,2026-03-05,Chennai,Ahmedabad,Sea,14.47,872.9,563.2,4.77,5.22,0.02,5044.84,1035.26,342.16,6422.26,5.0,On Time
SHP0247,2026-06-06,Mumbai,Bengaluru,Road,8.1,364.3,573.1,2.53,4.41,1.76,5965.77,1871.54,260.98,8098.29,3.74,Delayed
SHP0248,2026-06-05,Mumbai,Lucknow,Sea,11.58,680.2,923.5,5.32,5.13,0.44,6517.52,1557.01,316.72,8391.25,4.46,On Time
SHP0249,2026-05-19,Bengaluru,Jaipur,Sea,8.36,305.9,751.5,5.06,7.06,1.78,3698.69,737.45,279.45,4715.59,4.48,Delayed
SHP0250,2026-05-01,Kolkata,Jaipur,Air,4.15,331.1,298.3,1.13,1.64,0.54,6808.74,1501.3,155.54,8465.58,4.93,Delayed
SHP0251,2026-03-06,Kolkata,Bengaluru,Road,6.83,320.9,1315.1,3.67,3.93,0.41,11687.85,3747.48,286.72,15722.05,4.8,On Time
SHP0252,2026-04-17,Chennai,Ahmedabad,Road,5.71,389.5,745.2,2.8,4.99,2.11,8272.5,2273.83,254.86,10801.19,4.01,Delayed
SHP0253,2026-05-27,Chennai,Ahmedabad,Air,12.93,552.5,739.5,1.81,2.04,0.06,21945.34,5436.61,339.97,27721.92,4.96,On Time
SHP0254,2026-05-17,Kolkata,Hyderabad,Road,3.84,259.5,646.1,2.64,2.89,0.0,5293.63,1754.52,181.62,7229.78,5.0,On Time
SHP0255,2026-06-04,Bengaluru,Bengaluru,Road,3.04,193.1,464.3,2.36,3.06,0.28,3511.63,1127.48,170.03,4809.14,4.73,On Time
SHP0256,2026-06-11,Kolkata,Bengaluru,Rail,11.49,576.9,748.9,3.4,4.71,1.17,6878.23,1531.65,299.5,8709.38,4.45,Delayed
SHP0257,2026-06-21,Bengaluru,Ahmedabad,Sea,14.77,554.5,885.5,5.26,6.72,1.94,5443.2,1143.31,370.33,6956.84,3.4,Delayed
SHP0258,2026-04-10,Chennai,Hyderabad,Rail,11.36,738.3,208.8,2.57,3.07,0.66,2168.68,607.75,315.04,3091.47,4.4,Delayed
SHP0259,2026-03-23,Delhi,Jaipur,Rail,3.37,235.3,458.0,2.95,5.85,1.87,2469.52,518.28,237.05,3224.85,3.74,Delayed
SHP0260,2026-05-23,Chennai,Pune,Road,7.23,299.4,550.7,2.5,2.75,0.0,4834.39,1717.68,283.26,6835.33,4.87,On Time
SHP0261,2026-02-20,Chennai,Lucknow,Rail,11.78,588.8,767.8,3.43,4.37,0.11,7455.51,1790.33,364.79,9610.62,4.62,On Time
SHP0262,2026-05-21,Mumbai,Jaipur,Sea,6.85,257.7,1411.8,6.07,6.82,0.26,6225.56,1281.27,256.26,7763.09,4.67,On Time
SHP0263,2026-03-24,Mumbai,Ahmedabad,Road,7.05,491.2,393.6,2.26,3.03,0.69,5115.16,1337.53,207.74,6660.43,4.09,Delayed
SHP0264,2026-06-26,Mumbai,Lucknow,Road,6.85,306.7,470.3,2.37,3.36,0.88,4066.12,1119.7,241.86,5427.68,4.71,Delayed
SHP0265,2026-04-22,Mumbai,Pune,Air,6.51,414.1,465.8,1.39,2.62,1.24,11132.37,2837.22,271.19,14240.78,4.29,Delayed
SHP0266,2026-02-25,Bengaluru,Pune,Rail,2.31,159.5,386.1,2.84,2.34,0.11,1999.41,388.76,117.62,2505.79,4.35,On Time
SHP0267,2026-06-28,Kolkata,Hyderabad,Rail,8.29,361.6,518.7,3.05,3.74,0.69,3600.67,887.41,291.56,4779.63,4.33,Delayed
SHP0268,2026-06-14,Delhi,Lucknow,Rail,0.51,23.9,1072.8,3.9,4.83,0.5,3785.16,750.3,210.54,4746.0,4.84,Delayed
SHP0269,2026-05-25,Chennai,Hyderabad,Road,15.69,651.8,327.7,2.15,1.94,0.0,4114.83,1470.18,439.65,6024.66,4.81,On Time
SHP0270,2026-06-06,Bengaluru,Jaipur,Road,8.94,527.4,858.4,2.97,3.8,0.69,10279.36,3395.28,330.4,14005.05,4.38,Delayed
SHP0271,2026-06-10,Delhi,Bengaluru,Air,3.55,185.0,215.0,1.01,1.71,0.41,3419.54,891.96,191.46,4502.97,4.75,On Time
SHP0272,2026-03-01,Bengaluru,Bengaluru,Air,15.44,835.2,451.3,1.37,1.44,0.38,19348.13,4138.74,431.8,23918.67,4.91,On Time
SHP0273,2026-04-30,Bengaluru,Bengaluru,Air,17.48,630.2,524.7,1.48,1.91,0.58,15777.63,3926.35,409.59,20113.57,4.18,Delayed
SHP0274,2026-05-18,Chennai,Lucknow,Sea,2.75,164.6,1930.7,6.87,7.94,1.43,7847.43,1310.72,197.27,9355.42,4.41,Delayed
SHP0275,2026-06-24,Kolkata,Bengaluru,Road,4.13,247.3,543.7,2.49,2.57,0.37,4670.23,1460.87,217.33,6348.43,4.52,On Time
SHP0276,2026-01-23,Mumbai,Jaipur,Road,3.02,170.9,155.4,1.89,3.51,2.07,1067.49,314.49,184.51,1566.49,3.85,Delayed
SHP0277,2026-05-29,Kolkata,Hyderabad,Air,8.85,420.7,177.3,1.0,0.68,0.0,4407.98,1289.21,325.34,6022.53,4.99,On Time
SHP0278,2026-01-13,Chennai,Lucknow,Rail,3.86,240.6,664.5,3.27,3.77,0.0,4066.13,872.68,170.61,5109.42,4.82,On Time
SHP0279,2026-04-11,Chennai,Hyderabad,Rail,2.22,83.4,968.7,3.74,6.75,3.33,4319.94,889.9,153.45,5363.29,2.81,Delayed
SHP0280,2026-06-10,Chennai,Lucknow,Air,5.37,330.2,829.7,1.95,2.0,0.0,16477.61,4839.24,219.94,21536.79,4.9,On Time
SHP0281,2026-01-24,Delhi,Hyderabad,Air,14.86,564.4,724.8,1.79,1.61,0.0,20453.36,6213.69,351.48,27018.52,5.0,On Time
SHP0282,2026-04-18,Kolkata,Pune,Road,5.0,365.9,1383.6,3.78,5.73,1.53,13221.68,3967.39,217.89,17406.96,3.68,Delayed
SHP0283,2026-01-11,Kolkata,Hyderabad,Road,10.5,466.7,457.7,2.35,2.81,0.0,4644.36,1444.45,248.88,6337.68,5.0,On Time
SHP0284,2026-01-17,Bengaluru,Bengaluru,Road,10.24,386.2,1162.9,3.44,4.31,0.56,12190.53,3752.89,340.95,16284.36,4.6,Delayed
SHP0285,2026-06-24,Bengaluru,Pune,Rail,7.58,515.3,225.0,2.6,5.4,2.7,2051.85,438.36,257.99,2748.2,3.53,Delayed
SHP0286,2026-01-25,Bengaluru,Hyderabad,Road,11.16,406.1,361.0,2.21,2.12,0.0,3691.87,1159.64,302.72,5154.23,4.62,On Time
SHP0287,2026-04-04,Chennai,Lucknow,Road,6.15,319.7,200.8,1.96,1.54,0.0,1971.62,598.48,201.54,2771.64,4.73,On Time
SHP0288,2026-01-21,Kolkata,Lucknow,Road,9.86,363.3,543.7,2.49,3.17,0.0,5553.81,1662.81,289.22,7505.84,4.82,On Time
SHP0289,2026-03-25,Chennai,Lucknow,Road,17.2,753.2,630.7,2.62,4.05,1.7,9500.95,3225.36,453.61,13179.92,3.7,Delayed
SHP0290,2026-05-20,Delhi,Ahmedabad,Rail,8.1,481.4,700.0,3.33,5.23,1.67,5158.89,1395.0,284.97,6838.86,4.01,Delayed
SHP0291,2026-02-06,Bengaluru,Jaipur,Road,2.77,184.6,676.7,2.69,3.35,0.29,5214.85,1600.11,145.18,6960.14,4.7,On Time
SHP0292,2026-02-11,Chennai,Lucknow,Road,6.07,360.0,355.7,2.2,3.49,1.48,3807.01,1151.1,199.63,5157.74,4.83,Delayed
SHP0293,2026-05-25,Chennai,Pune,Air,5.62,416.5,574.4,1.56,3.86,1.94,14681.3,3851.95,244.1,18777.35,3.52,Delayed
SHP0294,2026-04-11,Delhi,Lucknow,Road,4.48,313.4,245.6,2.03,4.88,2.59,1996.43,730.84,175.4,2902.67,3.61,Delayed
SHP0295,2026-02-17,Mumbai,Ahmedabad,Road,1.15,83.7,1576.7,4.08,6.03,1.35,8648.11,3019.24,142.71,11810.06,4.34,Delayed
SHP0296,2026-04-13,Kolkata,Bengaluru,Road,3.7,197.1,533.6,2.47,2.31,0.0,3597.32,1184.65,190.92,4972.89,4.63,On Time
SHP0297,2026-01-28,Mumbai,Pune,Air,6.59,266.6,473.0,1.4,0.95,0.0,9391.59,2395.28,249.6,12036.47,5.0,On Time
SHP0298,2026-02-10,Bengaluru,Ahmedabad,Road,12.66,887.7,1825.8,4.46,5.46,1.17,33847.28,10997.81,377.93,45223.03,4.22,Delayed
SHP0299,2026-04-09,Chennai,Bengaluru,Rail,6.37,452.5,289.9,2.7,3.06,0.29,2043.27,561.91,190.52,2795.7,3.97,On Time
SHP0300,2026-02-16,Delhi,Pune,Road,2.58,115.7,312.7,2.13,2.76,0.61,2145.61,510.96,99.53,2756.1,4.89,Delayed
SHP0301,2026-05-26,Delhi,Hyderabad,Road,4.93,325.3,318.8,2.14,3.92,1.92,3024.82,1026.56,188.88,4240.27,3.55,Delayed
SHP0302,2026-04-15,Kolkata,Jaipur,Road,9.35,689.8,621.9,2.61,4.01,2.07,9502.92,2474.81,351.44,12329.18,3.49,Delayed
SHP0303,2026-05-04,Mumbai,Jaipur,Road,3.5,238.5,860.5,2.97,3.77,0.63,7772.96,2279.19,253.76,10305.91,4.9,Delayed
SHP0304,2026-01-13,Kolkata,Ahmedabad,Rail,16.1,601.0,1051.3,3.87,6.21,1.65,8762.54,2580.41,473.81,11816.76,3.97,Delayed
SHP0305,2026-05-21,Chennai,Bengaluru,Rail,2.98,118.4,3000.0,6.87,8.74,1.71,14584.12,3485.96,166.85,18236.93,4.38,Delayed
SHP0306,2026-04-10,Kolkata,Jaipur,Sea,0.53,29.8,150.6,4.13,4.96,0.61,369.72,71.59,67.1,508.4,5.0,Delayed
SHP0307,2026-01-31,Delhi,Bengaluru,Road,14.62,650.0,965.5,3.14,5.04,1.71,13207.8,4411.53,301.17,17920.51,3.84,Delayed
SHP0308,2026-05-10,Delhi,Bengaluru,Road,5.32,258.2,452.5,2.35,3.36,0.87,4120.98,1133.13,194.24,5448.35,4.8,Delayed
SHP0309,2026-01-16,Bengaluru,Ahmedabad,Air,1.98,86.8,444.0,1.36,4.29,2.61,6621.75,1463.73,148.74,8234.22,3.3,Delayed
SHP0310,2026-05-17,Bengaluru,Ahmedabad,Road,6.21,270.9,434.5,2.32,2.46,0.0,3734.14,998.61,277.32,5010.06,5.0,On Time
SHP0311,2026-03-14,Chennai,Ahmedabad,Road,8.47,384.2,360.1,2.2,2.38,0.28,3759.94,1160.63,302.91,5223.48,4.6,On Time
SHP0312,2026-06-15,Mumbai,Jaipur,Road,7.21,443.6,1942.9,4.64,5.83,1.47,22576.81,6659.12,257.77,29493.7,4.55,Delayed
SHP0313,2026-02-23,Kolkata,Ahmedabad,Road,0.58,45.7,1123.8,3.38,4.53,1.24,6477.32,1524.51,99.23,8101.06,4.61,Delayed
SHP0314,2026-04-10,Chennai,Jaipur,Sea,4.38,226.8,659.9,4.92,6.84,1.82,2516.13,616.19,165.13,3297.45,4.11,Delayed
SHP0315,2026-04-19,Bengaluru,Ahmedabad,Air,9.35,356.1,1564.2,3.08,4.3,1.33,37775.15,10153.72,297.2,48226.07,4.04,Delayed
SHP0316,2026-03-28,Kolkata,Lucknow,Rail,9.35,443.0,243.2,2.62,2.73,0.0,1859.32,490.39,312.75,2662.46,4.95,On Time
SHP0317,2026-06-22,Bengaluru,Bengaluru,Road,4.64,183.1,273.7,2.07,3.87,1.64,1978.91,675.05,217.17,2871.14,3.34,Delayed
SHP0318,2026-06-11,Kolkata,Ahmedabad,Road,8.46,303.7,157.8,1.89,3.74,1.55,1402.48,426.42,236.12,2065.02,4.22,Delayed
SHP0319,2026-05-17,Mumbai,Pune,Road,3.48,238.1,412.5,2.28,2.73,0.0,3352.38,1154.08,205.41,4711.87,5.0,On Time
SHP0320,2026-01-08,Chennai,Bengaluru,Road,9.03,391.6,722.0,2.76,3.58,0.8,8246.51,2563.54,297.51,11107.56,4.61,Delayed
SHP0321,2026-01-07,Kolkata,Bengaluru,Road,14.52,637.3,694.9,2.72,2.26,0.0,9741.53,2857.46,343.95,12942.94,3.96,On Time
SHP0322,2026-02-05,Delhi,Ahmedabad,Rail,7.75,280.1,716.3,3.35,3.23,0.0,4805.52,928.09,232.1,5965.72,4.56,On Time
SHP0323,2026-01-18,Delhi,Hyderabad,Rail,3.72,133.8,259.8,2.65,2.67,0.0,1100.35,270.75,210.98,1582.07,4.74,On Time
SHP0324,2026-01-03,Kolkata,Ahmedabad,Road,5.04,219.1,1095.6,3.34,4.3,1.61,9044.76,2521.62,202.43,11768.81,4.22,Delayed
SHP0325,2026-01-28,Kolkata,Bengaluru,Sea,13.2,830.6,759.6,5.07,6.22,0.67,7170.74,1545.91,413.31,9129.96,4.73,Delayed
SHP0326,2026-03-11,Kolkata,Pune,Rail,4.9,197.6,1046.8,3.86,3.91,0.0,5705.96,1318.5,225.68,7250.14,4.94,On Time
SHP0327,2026-06-21,Delhi,Bengaluru,Rail,2.1,153.0,189.9,2.54,4.11,1.43,931.18,227.21,140.73,1299.12,4.44,Delayed
SHP0328,2026-05-29,Delhi,Pune,Rail,6.61,269.7,795.9,3.47,3.95,0.0,4806.75,1130.49,238.54,6175.78,4.64,On Time
SHP0329,2026-01-28,Kolkata,Jaipur,Road,8.64,325.4,300.3,2.11,3.02,1.13,3056.48,762.91,277.79,4097.18,4.59,Delayed
SHP0330,2026-02-23,Bengaluru,Lucknow,Road,4.48,247.3,502.1,2.42,2.62,0.0,4456.68,1393.89,175.18,6025.75,5.0,On Time
SHP0331,2026-03-06,Bengaluru,Bengaluru,Road,2.63,118.9,919.9,3.07,3.46,0.43,5347.64,1640.19,135.35,7123.17,4.89,On Time
SHP0332,2026-04-10,Mumbai,Ahmedabad,Air,7.81,413.6,689.6,1.74,2.73,1.05,18214.77,5203.28,285.11,23703.17,4.36,Delayed
SHP0333,2026-01-21,Chennai,Jaipur,Road,7.45,391.8,373.7,2.22,3.28,1.32,3777.96,1059.02,283.62,5120.61,4.91,Delayed
SHP0334,2026-01-13,Bengaluru,Lucknow,Road,8.56,504.8,652.7,2.65,5.37,2.14,7337.76,2778.8,295.29,10411.85,4.0,Delayed
SHP0335,2026-02-26,Delhi,Ahmedabad,Road,9.36,386.8,240.2,2.02,2.61,0.72,2680.41,669.38,341.47,3691.25,4.27,Delayed
SHP0336,2026-02-18,Bengaluru,Hyderabad,Road,21.41,793.5,1372.9,3.76,5.11,1.11,21750.55,6472.81,486.37,28709.73,4.48,Delayed
SHP0337,2026-04-28,Mumbai,Ahmedabad,Air,14.25,526.7,568.8,1.55,1.01,0.11,17171.04,3782.46,435.09,21388.59,5.0,On Time
SHP0338,2026-02-23,Mumbai,Pune,Rail,6.94,469.0,1344.8,4.32,5.46,0.73,10072.22,2761.69,213.39,13047.31,4.39,Delayed
SHP0339,2026-05-18,Chennai,Pune,Road,16.9,650.1,461.6,2.36,3.97,1.24,5710.08,2265.22,388.76,8364.06,4.7,Delayed
SHP0340,2026-02-22,Bengaluru,Hyderabad,Road,8.88,373.3,462.5,2.36,3.1,0.7,4645.7,1410.79,218.32,6274.81,4.75,Delayed
SHP0341,2026-02-13,Delhi,Jaipur,Road,4.94,307.6,395.5,2.26,2.18,0.0,3257.47,1248.33,193.24,4699.04,4.18,On Time
SHP0342,2026-02-16,Delhi,Lucknow,Road,5.37,410.9,1148.8,3.42,4.69,1.13,12917.27,3884.76,199.09,17001.11,4.48,Delayed
SHP0343,2026-02-22,Kolkata,Ahmedabad,Road,1.31,80.4,409.9,2.28,4.25,1.16,2263.92,726.4,161.97,3152.28,4.22,Delayed
SHP0344,2026-03-15,Delhi,Pune,Road,9.95,374.0,988.3,3.17,2.67,0.12,9813.11,3397.73,307.58,13518.42,5.0,On Time
